"folio","region","a2","f4","edad","d31","d34","factor","sexo","ingreso"
"81-39-99-40","13",2,NA,60,1,1,17976.7109375,"Mujer",401500
"90-29-16-07","13",2,300000,37,1,1,6874.22900390625,"Mujer",300000
"83-50-45-06","13",2,50000,44,1,1,5411.1220703125,"Mujer",50000
"43-36-50-39","13",2,550000,63,1,2,12498.5615234375,"Mujer",550000
"59-71-72-75","13",2,-999,64,1,1,182349.21875,"Mujer",401500
"99-87-19-43","13",2,NA,23,1,1,194764.15625,"Mujer",401500
"86-60-91-16","13",2,NA,73,1,1,3657.90893554688,"Mujer",401500
"88-20-28-03","13",2,200000,39,1,1,3463.40600585938,"Mujer",200000
"68-56-38-90","13",2,NA,33,1,1,37880.76953125,"Mujer",401500
"33-93-70-70","13",2,NA,81,1,1,18500.21484375,"Mujer",401500
"39-95-41-60","13",2,534000,70,1,1,4044.55541992188,"Mujer",534000
"47-06-24-19","13",2,NA,63,1,1,109115.859375,"Mujer",401500
"71-63-36-20","13",2,-999,52,1,1,46376.85546875,"Mujer",401500
"53-48-22-75","13",2,-999,41,1,1,86412.890625,"Mujer",401500
"70-55-20-69","13",2,200000,30,1,1,61256.67578125,"Mujer",200000
"93-61-59-80","13",2,NA,63,1,1,9767.62890625,"Mujer",401500
"20-31-28-50","13",2,NA,71,1,1,8460.8935546875,"Mujer",401500
"74-27-55-33","13",2,110000,31,1,1,12803.1767578125,"Mujer",110000
"58-90-09-17","13",2,NA,63,1,1,11471.5849609375,"Mujer",401500
"31-28-04-96","13",2,1000000,47,1,1,26406.4296875,"Mujer",1000000
"11-08-20-24","13",2,NA,42,1,1,26442.822265625,"Mujer",401500
"67-88-94-29","13",2,NA,62,1,1,9116.314453125,"Mujer",401500
"38-90-90-09","13",2,NA,50,1,1,22650.873046875,"Mujer",401500
"01-91-38-95","13",2,800000,40,1,1,10076.0791015625,"Mujer",800000
"50-83-62-18","13",2,300000,24,1,1,12175.6865234375,"Mujer",300000
"19-54-22-68","13",2,0,21,1,1,139537.90625,"Mujer",0
"82-40-19-00","13",2,-999,45,1,1,54658.484375,"Mujer",401500
"80-81-22-22","13",2,NA,73,1,1,9732.2939453125,"Mujer",401500
"44-25-42-28","13",2,350000,56,1,1,16747.537109375,"Mujer",350000
"35-26-08-31","13",2,NA,21,1,1,82132.65625,"Mujer",401500
"09-97-67-26","13",2,NA,47,3,1,27027.828125,"Mujer",401500
"89-96-87-88","13",2,NA,52,1,1,61433.8828125,"Mujer",401500
"18-87-89-68","13",2,75000,23,1,1,197897.671875,"Mujer",75000
"62-65-53-86","13",2,300000,30,1,2,92951.9296875,"Mujer",300000
"41-33-93-83","13",2,NA,58,1,1,48847.19921875,"Mujer",401500
"13-05-18-01","13",2,320000,56,1,1,20614.419921875,"Mujer",320000
"41-76-56-49","13",2,720000,52,1,1,50336.53515625,"Mujer",720000
"77-72-71-98","13",2,390000,53,1,1,37264.1015625,"Mujer",390000
"99-61-17-31","13",2,400000,36,1,1,32760.91015625,"Mujer",400000
"11-88-64-61","13",2,NA,25,1,1,68954.3671875,"Mujer",401500
"95-56-06-85","13",2,NA,42,1,1,12707.123046875,"Mujer",401500
"26-64-76-01","13",2,160000,22,1,1,101456.1484375,"Mujer",160000
"15-87-49-62","13",2,NA,64,1,1,18555.455078125,"Mujer",401500
"28-62-70-87","13",2,550000,44,1,1,45351.796875,"Mujer",550000
"48-15-87-26","13",2,380000,52,1,1,15081.4599609375,"Mujer",380000
"33-01-08-44","13",2,3000000,44,1,1,89271.0234375,"Mujer",3000000
"26-37-67-73","13",2,-999,56,1,2,42186.09765625,"Mujer",401500
"10-52-66-55","13",2,NA,56,2,1,24320.4453125,"Mujer",401500
"03-87-75-91","13",2,NA,18,1,1,30632.9296875,"Mujer",401500
"62-23-52-47","13",2,NA,72,1,1,68278.0859375,"Mujer",401500
"42-22-36-22","13",2,NA,55,1,1,34658.94921875,"Mujer",401500
"49-02-86-43","13",2,NA,53,1,1,21725.7265625,"Mujer",401500
"47-75-64-82","13",2,400000,28,1,2,18011.953125,"Mujer",400000
"78-33-78-41","13",2,-888,57,1,1,36780.42578125,"Mujer",401500
"87-73-60-11","13",2,600000,40,1,1,16203.0712890625,"Mujer",600000
"09-03-47-44","13",2,600000,30,1,1,19083.4453125,"Mujer",600000
"85-67-60-68","13",2,-999,37,1,1,53531.08203125,"Mujer",401500
"53-76-50-81","13",2,400000,56,1,1,20073.94921875,"Mujer",400000
"40-03-41-91","13",2,320000,53,1,1,20383.939453125,"Mujer",320000
"56-14-67-76","13",2,280000,42,1,1,72049.890625,"Mujer",280000
"39-11-97-06","13",2,NA,22,1,1,36589.35546875,"Mujer",401500
"00-39-63-15","13",2,1250000,29,1,1,69654.25,"Mujer",1250000
"73-76-17-09","13",2,NA,47,1,1,26976.904296875,"Mujer",401500
"68-76-39-74","13",2,200000,53,2,1,47462.9375,"Mujer",200000
"27-30-81-67","13",2,NA,56,1,1,11026.755859375,"Mujer",401500
"48-39-11-72","13",2,80000,72,1,1,35943.41015625,"Mujer",80000
"38-65-52-55","13",2,NA,64,1,1,37487.18359375,"Mujer",401500
"85-03-84-48","13",2,NA,36,1,1,16333.263671875,"Mujer",401500
"91-92-00-25","13",2,350000,66,1,1,7248.619140625,"Mujer",350000
"24-83-12-54","14",2,NA,71,1,1,3986.53466796875,"Mujer",401500
"06-00-65-04","14",2,NA,72,1,1,27055.7890625,"Mujer",401500
"21-83-46-08","14",2,NA,70,1,1,9684.5732421875,"Mujer",401500
"41-42-97-11","14",2,NA,68,1,1,1800.07043457031,"Mujer",401500
"47-28-53-37","14",2,NA,36,1,1,3860.82666015625,"Mujer",401500
"68-81-63-85","15",2,450000,44,1,1,2031.36962890625,"Mujer",450000
"75-61-80-24","15",2,NA,18,2,1,2909.67138671875,"Mujer",401500
"24-10-00-97","15",2,60000,56,1,1,504.170471191406,"Mujer",60000
"00-27-87-25","15",2,NA,41,1,2,532.246154785156,"Mujer",401500
"90-54-77-85","15",2,NA,57,1,1,1541.24084472656,"Mujer",401500
"42-52-16-68","15",2,1100000,33,3,1,1989.98022460938,"Mujer",1100000
"19-66-66-64","15",2,350000,42,1,2,1275.63732910156,"Mujer",350000
"78-57-68-59","15",2,NA,72,1,1,3308.69091796875,"Mujer",401500
"56-51-95-56","15",2,1100000,34,1,1,1137.07507324219,"Mujer",1100000
"44-40-93-69","15",2,200000,24,1,1,8309.73046875,"Mujer",200000
"41-24-24-18","15",2,170000,66,1,1,2231.8779296875,"Mujer",170000
"18-11-67-43","15",2,900000,43,1,2,994.777954101562,"Mujer",900000
"58-72-29-01","15",2,-888,40,1,1,1051.27990722656,"Mujer",401500
"81-33-00-33","16",2,NA,78,1,1,4952.65771484375,"Mujer",401500
"80-35-08-54","16",2,1600000,67,1,1,2712.96118164062,"Mujer",1600000
"95-70-90-48","16",2,NA,62,1,1,11833.34765625,"Mujer",401500
"57-60-62-51","16",2,NA,49,1,1,3518.62573242188,"Mujer",401500
"19-43-69-66","16",2,50000,44,1,1,1236.06640625,"Mujer",50000
"51-74-64-99","16",2,NA,66,1,1,2773.623046875,"Mujer",401500
"45-12-22-98","16",2,680000,55,1,1,3681.09326171875,"Mujer",680000
"99-34-13-70","3",2,305000,52,1,1,767.044616699219,"Mujer",305000
"32-63-85-70","3",2,NA,66,1,1,1568.44494628906,"Mujer",401500
"76-02-86-37","4",2,350000,42,1,1,3700.61840820312,"Mujer",350000
"41-32-85-29","4",2,500000,19,1,1,773.910400390625,"Mujer",500000
"67-74-12-87","4",2,350000,20,1,1,4741.42431640625,"Mujer",350000
"98-33-42-04","4",2,NA,61,1,1,1102.49426269531,"Mujer",401500
"91-67-96-49","4",2,300000,46,1,1,8837.4296875,"Mujer",300000
"05-73-76-48","4",2,NA,36,1,1,1575.77600097656,"Mujer",401500
"07-49-39-27","4",2,NA,58,1,2,2037.24780273438,"Mujer",401500
"39-50-32-59","4",2,NA,61,1,2,4504.84814453125,"Mujer",401500
"52-48-91-33","4",2,NA,45,1,1,3421.01171875,"Mujer",401500
"21-87-49-06","4",2,NA,62,1,1,2595.63989257812,"Mujer",401500
"61-69-86-47","4",2,NA,69,1,1,3055.42797851562,"Mujer",401500
"77-67-87-42","4",2,NA,40,2,2,2619.1630859375,"Mujer",401500
"96-58-94-93","4",2,NA,18,1,1,12594.181640625,"Mujer",401500
"61-37-95-88","5",2,NA,61,1,1,9270.279296875,"Mujer",401500
"59-38-56-86","5",2,400000,42,1,1,3543.65087890625,"Mujer",400000
"17-79-72-69","5",2,400000,23,1,1,5038.46044921875,"Mujer",400000
"71-84-84-17","6",2,430000,51,1,1,6886.03271484375,"Mujer",430000
"91-73-09-63","6",2,NA,50,1,2,4092.81323242188,"Mujer",401500
"32-05-01-40","6",2,NA,43,1,1,2299.7919921875,"Mujer",401500
"94-18-93-39","7",2,NA,34,1,1,1504.00622558594,"Mujer",401500
"44-69-55-63","7",2,NA,40,2,1,4326.2275390625,"Mujer",401500
"43-78-55-92","7",2,150000,50,1,1,4967.88427734375,"Mujer",150000
"42-22-66-06","7",2,NA,28,1,1,8637.9365234375,"Mujer",401500
"37-10-33-31","7",2,310000,40,1,2,1441.76940917969,"Mujer",310000
"62-82-17-08","7",2,NA,59,1,1,6509.1494140625,"Mujer",401500
"26-23-43-62","7",2,350000,36,1,1,3955.19848632812,"Mujer",350000
"66-61-52-08","7",2,200000,42,1,1,2963.732421875,"Mujer",200000
"28-46-67-53","7",2,NA,32,1,2,2892.64013671875,"Mujer",401500
"61-39-40-19","8",2,NA,74,1,1,1523.92370605469,"Mujer",401500
"54-26-69-46","8",2,NA,62,2,1,4555.6435546875,"Mujer",401500
"14-07-31-99","8",2,NA,62,1,1,1659.59497070312,"Mujer",401500
"82-50-72-01","8",2,NA,50,1,2,7396.51708984375,"Mujer",401500
"18-25-41-29","8",2,310000,48,1,1,3470.92626953125,"Mujer",310000
"60-53-46-11","8",2,NA,35,1,1,11214.609375,"Mujer",401500
"90-66-58-75","8",2,200000,36,1,1,5230.859375,"Mujer",200000
"52-04-86-84","8",2,NA,72,1,1,6555.9794921875,"Mujer",401500
"73-19-96-99","9",2,380000,31,1,1,3584.9443359375,"Mujer",380000
"97-91-80-75","9",2,NA,39,1,1,2396.97290039062,"Mujer",401500
"03-65-52-08","9",2,NA,24,1,1,3844.22802734375,"Mujer",401500
"62-63-87-78","9",2,NA,54,1,1,14459.9013671875,"Mujer",401500
"33-83-86-02","9",2,50000,27,1,1,5926.9130859375,"Mujer",50000
"90-95-29-37","9",2,100000,41,1,1,2714.09887695312,"Mujer",100000
"42-12-93-02","9",2,NA,34,1,1,7223.05322265625,"Mujer",401500
"35-94-21-59","9",2,NA,34,1,1,4293.0419921875,"Mujer",401500
"28-40-80-18","9",2,-888,35,1,1,11704.8056640625,"Mujer",401500
"27-37-37-06","9",2,450000,38,1,1,2154.958984375,"Mujer",450000
"11-57-61-33","9",2,340000,43,1,1,2497.37353515625,"Mujer",340000
"25-58-81-44","9",2,NA,68,1,1,1077.02648925781,"Mujer",401500
"63-03-75-10","9",2,NA,34,1,1,716.875244140625,"Mujer",401500
"70-33-31-46","9",2,NA,63,1,1,7678.51611328125,"Mujer",401500
"81-21-46-38","9",2,NA,58,1,1,3876.91821289062,"Mujer",401500
"45-49-74-27","9",2,30000,47,1,1,3183.2763671875,"Mujer",30000
"88-61-47-95","10",2,NA,65,1,1,2405.435546875,"Mujer",401500
"04-35-68-15","10",2,NA,56,1,1,1118.72595214844,"Mujer",401500
"98-28-12-14","10",2,120000,25,1,1,4348.94482421875,"Mujer",120000
"56-63-20-90","10",2,550000,43,1,1,7240.310546875,"Mujer",550000
"77-51-90-06","10",2,200000,55,1,1,1593.61999511719,"Mujer",200000
"65-43-64-28","10",2,10000,71,1,1,4048.39331054688,"Mujer",10000
"83-51-09-59","10",2,NA,72,1,1,3516.44165039062,"Mujer",401500
"06-08-96-54","10",2,NA,38,1,1,4184.05029296875,"Mujer",401500
"23-41-67-35","10",2,NA,74,1,1,5591.02685546875,"Mujer",401500
"59-43-10-02","10",2,NA,64,1,1,13675.265625,"Mujer",401500
"59-35-53-00","10",2,270000,29,1,1,16656.4609375,"Mujer",270000
"01-74-91-45","10",2,-999,52,1,1,4373.2578125,"Mujer",401500
"59-43-16-72","10",2,NA,42,1,3,4288.47119140625,"Mujer",401500
"76-91-10-38","10",2,-999,59,1,1,21209.302734375,"Mujer",401500
"73-27-15-97","10",2,1300000,61,1,1,13312.44921875,"Mujer",1300000
"67-69-06-72","10",2,1500000,60,1,1,2714.07348632812,"Mujer",1500000
"24-68-18-04","10",2,140000,67,1,1,9949.111328125,"Mujer",140000
"23-61-88-64","10",2,NA,47,1,1,9226.2294921875,"Mujer",401500
"49-06-80-88","10",2,0,37,1,1,3182.63842773438,"Mujer",0
"99-65-44-52","11",2,360000,30,1,1,1651.47119140625,"Mujer",360000
"24-77-15-15","13",2,NA,62,1,1,12878.01953125,"Mujer",401500
"78-93-83-85","13",2,320000,42,1,1,4832.896484375,"Mujer",320000
"80-15-62-37","13",2,150000,35,1,1,10306.9326171875,"Mujer",150000
"80-62-35-15","13",2,NA,64,1,1,14793.7587890625,"Mujer",401500
"82-01-98-42","13",2,150000,47,1,1,13864.9423828125,"Mujer",150000
"23-03-63-88","13",2,700000,38,1,1,14465.59765625,"Mujer",700000
"04-77-08-21","13",2,NA,59,1,2,17971.212890625,"Mujer",401500
"63-64-13-32","13",2,NA,76,1,1,12735.2431640625,"Mujer",401500
"55-32-45-39","13",2,245000,46,1,1,15958.2763671875,"Mujer",245000
"46-62-72-22","13",2,NA,44,1,1,17319.86328125,"Mujer",401500
"88-94-45-28","14",2,483000,27,1,1,5973.208984375,"Mujer",483000
"16-17-88-08","14",2,120000,32,1,1,5935.08203125,"Mujer",120000
"30-29-49-73","14",2,20000,66,1,1,3392.15112304688,"Mujer",20000
"89-32-46-37","14",2,NA,61,1,1,5386.666015625,"Mujer",401500
"63-40-68-46","14",2,NA,63,1,1,4385.0634765625,"Mujer",401500
"41-55-93-61","14",2,500000,49,1,1,3937.60668945312,"Mujer",500000
"41-80-31-90","14",2,NA,52,1,1,4112.947265625,"Mujer",401500
"91-27-41-84","14",2,NA,29,1,1,11524.7822265625,"Mujer",401500
"61-13-10-34","14",2,400000,58,1,1,3397.24853515625,"Mujer",400000
"75-30-70-57","14",2,79900,22,1,1,5703.5673828125,"Mujer",79900
"59-10-90-97","15",2,NA,52,1,1,459.402282714844,"Mujer",401500
"47-10-44-34","15",2,NA,33,1,1,1916.9306640625,"Mujer",401500
"06-11-73-89","16",2,NA,53,1,1,2324.13793945312,"Mujer",401500
"89-99-51-70","16",2,NA,75,1,1,1512.96875,"Mujer",401500
"39-56-17-72","16",2,350000,25,1,1,6513.71533203125,"Mujer",350000
"17-91-58-64","16",2,NA,43,1,1,7493.9833984375,"Mujer",401500
"66-50-39-76","16",2,400000,59,1,1,6731.57470703125,"Mujer",400000
"28-33-77-75","16",2,NA,33,1,1,16138.2958984375,"Mujer",401500
"95-01-87-98","16",2,300000,44,1,1,15192.2255859375,"Mujer",300000
"99-23-34-90","16",2,NA,72,1,1,16536.57421875,"Mujer",401500
"56-86-46-50","16",2,NA,53,1,1,9436.4140625,"Mujer",401500
"64-63-27-61","16",2,NA,54,1,1,4746.28857421875,"Mujer",401500
"27-37-29-03","16",2,400000,39,1,1,4881.29345703125,"Mujer",400000
"88-96-58-35","16",2,100000,44,1,1,4610.88525390625,"Mujer",100000
